Localité;;"T10M3E2 [°C]";"T10M3E2 [%HR]"
02/08/2022;00:45:00;23,1;66,2
02/08/2022;01:00:00;23,1;66,2
02/08/2022;01:15:00;23,1;66,3
02/08/2022;01:30:00;23,1;66,5
02/08/2022;01:45:00;23,1;66,5
02/08/2022;02:00:00;23,1;66,4
02/08/2022;02:15:00;23,1;66,3
02/08/2022;02:30:00;23,1;66,3
02/08/2022;02:45:00;23,1;66,4
02/08/2022;03:00:00;23,1;66,3
02/08/2022;03:15:00;23,1;66,4
02/08/2022;03:30:00;23,1;66,2
02/08/2022;03:45:00;23,1;66,3
02/08/2022;04:00:00;23,1;66,3
02/08/2022;04:15:00;23,1;66,3
02/08/2022;04:30:00;23,1;66,5
02/08/2022;04:45:00;23,1;66,6
02/08/2022;05:00:00;23,1;66,4
02/08/2022;05:15:00;23,1;66,7
02/08/2022;05:30:00;23,1;66,3
02/08/2022;05:45:00;23,1;66,4
02/08/2022;06:00:00;23,1;66,2
02/08/2022;06:15:00;23,1;66,7
02/08/2022;06:30:00;23,1;66,2
02/08/2022;06:45:00;23,1;66,6
02/08/2022;07:00:00;23,1;66,7
02/08/2022;07:15:00;23,1;66,4
02/08/2022;07:30:00;23,1;65,9
02/08/2022;07:45:00;23,1;66,7
02/08/2022;08:00:00;23,1;66,6
02/08/2022;08:15:00;23,1;66,2
02/08/2022;08:30:00;23,1;67,2
02/08/2022;08:45:00;23,1;66,9
02/08/2022;09:00:00;23,1;67,1
02/08/2022;09:15:00;23,1;67,4
02/08/2022;09:30:00;23,1;67,5
02/08/2022;09:45:00;23,1;67,6
02/08/2022;10:00:00;22,7;62,2
02/08/2022;10:15:00;22,1;56,4
02/08/2022;10:30:00;21,8;54,4
02/08/2022;10:45:00;21,7;54,3
02/08/2022;11:00:00;21,8;57,5
02/08/2022;11:15:00;22,3;59,0
02/08/2022;11:30:00;22,5;59,3
02/08/2022;11:45:00;22,6;60,7
02/08/2022;12:00:00;22,7;62,3
02/08/2022;12:15:00;22,8;63,6
02/08/2022;12:30:00;22,8;64,5
02/08/2022;12:45:00;22,9;65,8
02/08/2022;13:00:00;22,9;66,6
02/08/2022;13:15:00;23,0;67,6
02/08/2022;13:30:00;23,0;68,1
02/08/2022;13:45:00;23,0;68,4
02/08/2022;14:00:00;23,0;68,6
02/08/2022;14:15:00;23,0;68,8
02/08/2022;14:30:00;23,0;69,0
02/08/2022;14:45:00;23,0;68,9
02/08/2022;15:00:00;23,0;69,1
02/08/2022;15:15:00;23,1;69,3
02/08/2022;15:30:00;23,1;69,7
02/08/2022;15:45:00;23,1;69,7
02/08/2022;16:00:00;23,1;70,9
02/08/2022;16:15:00;22,4;59,4
02/08/2022;16:30:00;21,9;55,0
02/08/2022;16:45:00;21,9;57,0
02/08/2022;17:00:00;22,5;61,4
02/08/2022;17:15:00;22,7;65,2
02/08/2022;17:30:00;22,9;66,8
02/08/2022;17:45:00;22,9;67,9
02/08/2022;18:00:00;23,0;68,4
02/08/2022;18:15:00;23,0;68,7
02/08/2022;18:30:00;23,0;68,9
02/08/2022;18:45:00;23,0;69,2
02/08/2022;19:00:00;23,0;69,3
02/08/2022;19:15:00;23,1;69,5
02/08/2022;19:30:00;23,1;69,7
02/08/2022;19:45:00;23,1;69,8
02/08/2022;20:00:00;23,1;69,8
02/08/2022;20:15:00;23,1;69,8
02/08/2022;20:30:00;23,1;69,9
02/08/2022;20:45:00;23,2;70,0
02/08/2022;21:00:00;23,1;70,0
02/08/2022;21:15:00;23,2;69,9
02/08/2022;21:30:00;23,2;69,9
02/08/2022;21:45:00;23,2;69,8
02/08/2022;22:00:00;23,2;69,6
02/08/2022;22:15:00;23,2;69,6
02/08/2022;22:30:00;23,2;69,5
02/08/2022;22:45:00;23,2;69,4
02/08/2022;23:00:00;23,2;69,3
02/08/2022;23:15:00;23,2;69,1
02/08/2022;23:30:00;23,2;69,0
02/08/2022;23:45:00;23,2;69,0
03/08/2022;00:00:00;23,2;69,0
03/08/2022;00:15:00;23,2;68,8
03/08/2022;00:30:00;23,2;68,6
03/08/2022;00:45:00;23,2;68,4
03/08/2022;01:00:00;23,2;68,1
03/08/2022;01:15:00;23,2;68,1
03/08/2022;01:30:00;23,2;68,0
03/08/2022;01:45:00;23,2;68,0
03/08/2022;02:00:00;23,2;67,9
03/08/2022;02:15:00;23,2;67,9
03/08/2022;02:30:00;23,2;68,0
03/08/2022;02:45:00;23,2;67,9
03/08/2022;03:00:00;23,2;67,9
03/08/2022;03:15:00;23,2;68,0
03/08/2022;03:30:00;23,2;68,1
03/08/2022;03:45:00;23,2;68,0
03/08/2022;04:00:00;23,2;67,9
03/08/2022;04:15:00;23,2;67,8
03/08/2022;04:30:00;23,2;67,8
03/08/2022;04:45:00;23,2;67,9
03/08/2022;05:00:00;23,2;67,9
03/08/2022;05:15:00;23,2;67,8
03/08/2022;05:30:00;23,2;67,8
03/08/2022;05:45:00;23,2;67,9
03/08/2022;06:00:00;23,2;67,9
03/08/2022;06:15:00;23,2;68,0
03/08/2022;06:30:00;23,2;68,1
03/08/2022;06:45:00;23,2;68,1
03/08/2022;07:00:00;23,2;68,3
03/08/2022;07:15:00;23,2;68,3
03/08/2022;07:30:00;23,2;68,4
03/08/2022;07:45:00;23,2;68,5
03/08/2022;08:00:00;23,2;68,6
03/08/2022;08:15:00;23,2;68,6
03/08/2022;08:30:00;23,2;68,6
03/08/2022;08:45:00;23,3;68,9
03/08/2022;09:00:00;23,2;68,9
03/08/2022;09:15:00;23,2;69,7
03/08/2022;09:30:00;22,5;59,6
03/08/2022;09:45:00;22,1;55,1
03/08/2022;10:00:00;21,9;57,5
03/08/2022;10:15:00;21,8;57,2
03/08/2022;10:30:00;21,7;55,4
03/08/2022;10:45:00;21,7;56,4
03/08/2022;11:00:00;21,6;54,4
03/08/2022;11:15:00;21,6;53,2
03/08/2022;11:30:00;21,5;56,2
03/08/2022;11:45:00;21,5;55,8
03/08/2022;12:00:00;22,1;58,2
03/08/2022;12:15:00;22,4;61,2
03/08/2022;12:30:00;22,6;63,8
03/08/2022;12:45:00;22,7;64,6
03/08/2022;13:00:00;22,7;65,2
03/08/2022;13:15:00;22,7;65,2
03/08/2022;13:30:00;22,8;65,1
03/08/2022;13:45:00;22,8;65,3
03/08/2022;14:00:00;22,8;65,4
03/08/2022;14:15:00;22,9;65,4
03/08/2022;14:30:00;22,8;63,9
03/08/2022;14:45:00;22,1;58,4
03/08/2022;15:00:00;21,9;57,5
03/08/2022;15:15:00;21,8;55,5
03/08/2022;15:30:00;22,1;59,6
03/08/2022;15:45:00;22,4;60,6
03/08/2022;16:00:00;22,6;61,5
03/08/2022;16:15:00;22,5;60,7
03/08/2022;16:30:00;21,9;55,3
03/08/2022;16:45:00;21,7;53,8
03/08/2022;17:00:00;21,6;53,7
03/08/2022;17:15:00;22,0;58,0
03/08/2022;17:30:00;22,3;59,4
03/08/2022;17:45:00;22,5;60,4
03/08/2022;18:00:00;22,6;61,3
03/08/2022;18:15:00;22,7;62,0
03/08/2022;18:30:00;22,7;62,7
03/08/2022;18:45:00;22,8;63,3
03/08/2022;19:00:00;22,8;64,0
03/08/2022;19:15:00;22,8;64,5
03/08/2022;19:30:00;22,8;64,9
03/08/2022;19:45:00;22,9;65,1
03/08/2022;20:00:00;22,9;65,6
03/08/2022;20:15:00;22,9;65,8
03/08/2022;20:30:00;22,9;66,0
03/08/2022;20:45:00;22,9;66,0
03/08/2022;21:00:00;23,0;66,2
03/08/2022;21:15:00;23,0;66,3
03/08/2022;21:30:00;23,0;66,3
03/08/2022;21:45:00;23,0;66,4
03/08/2022;22:00:00;23,0;66,4
03/08/2022;22:15:00;23,0;66,3
03/08/2022;22:30:00;23,0;66,4
03/08/2022;22:45:00;23,0;66,5
03/08/2022;23:00:00;23,0;66,7
03/08/2022;23:15:00;23,1;67,0
03/08/2022;23:30:00;23,1;67,0
03/08/2022;23:45:00;23,1;67,0
04/08/2022;00:00:00;23,1;67,2
04/08/2022;00:15:00;23,1;67,0
04/08/2022;00:30:00;23,1;67,1
04/08/2022;00:45:00;23,1;67,1
04/08/2022;01:00:00;23,1;67,0
04/08/2022;01:15:00;23,1;67,2
04/08/2022;01:30:00;23,1;67,4
04/08/2022;01:45:00;23,2;67,7
04/08/2022;02:00:00;23,2;67,9
04/08/2022;02:15:00;23,2;68,1
04/08/2022;02:30:00;23,2;68,1
04/08/2022;02:45:00;23,2;68,1
04/08/2022;03:00:00;23,2;68,0
04/08/2022;03:15:00;23,2;67,8
04/08/2022;03:30:00;23,2;67,8
04/08/2022;03:45:00;23,2;67,9
04/08/2022;04:00:00;23,2;67,8
04/08/2022;04:15:00;23,2;67,8
04/08/2022;04:30:00;23,2;67,9
04/08/2022;04:45:00;23,2;68,0
04/08/2022;05:00:00;23,2;68,1
04/08/2022;05:15:00;23,2;68,4
04/08/2022;05:30:00;23,2;68,6
04/08/2022;05:45:00;23,2;68,6
04/08/2022;06:00:00;23,2;68,7
04/08/2022;06:15:00;23,2;68,7
04/08/2022;06:30:00;23,3;68,6
04/08/2022;06:45:00;23,3;68,6
04/08/2022;07:00:00;23,3;68,6
04/08/2022;07:15:00;23,3;68,7
04/08/2022;07:30:00;23,3;68,7
04/08/2022;07:45:00;22,8;62,2
04/08/2022;08:00:00;22,3;57,0
04/08/2022;08:15:00;22,1;57,5
04/08/2022;08:30:00;22,0;56,1
04/08/2022;08:45:00;22,0;56,5
04/08/2022;09:00:00;22,0;57,1
04/08/2022;09:15:00;22,4;58,2
04/08/2022;09:30:00;22,7;60,7
04/08/2022;09:45:00;22,8;63,0
04/08/2022;10:00:00;22,9;64,5
04/08/2022;10:15:00;23,0;64,9
04/08/2022;10:30:00;23,0;65,0
04/08/2022;10:45:00;23,0;65,2
04/08/2022;11:00:00;23,1;65,3
04/08/2022;11:15:00;23,1;65,4
04/08/2022;11:30:00;23,1;65,7
04/08/2022;11:45:00;23,1;65,8
04/08/2022;12:00:00;23,1;65,7
04/08/2022;12:15:00;23,2;65,5
04/08/2022;12:30:00;23,2;65,5
04/08/2022;12:45:00;23,2;65,6
04/08/2022;13:00:00;23,2;65,5
04/08/2022;13:15:00;23,2;65,6
04/08/2022;13:30:00;23,2;65,5
04/08/2022;13:45:00;23,2;65,5
04/08/2022;14:00:00;23,2;65,3
04/08/2022;14:15:00;23,2;65,1
04/08/2022;14:30:00;23,3;65,1
04/08/2022;14:45:00;23,3;65,0
04/08/2022;15:00:00;23,3;64,8
04/08/2022;15:15:00;23,3;64,6
04/08/2022;15:30:00;23,3;64,7
04/08/2022;15:45:00;23,4;64,8
04/08/2022;16:00:00;23,4;64,8
04/08/2022;16:15:00;23,4;64,9
04/08/2022;16:30:00;23,4;64,8
04/08/2022;16:45:00;23,5;64,8
04/08/2022;17:00:00;23,5;65,1
04/08/2022;17:15:00;23,4;62,3
04/08/2022;17:30:00;23,3;63,9
04/08/2022;17:45:00;23,4;63,7
04/08/2022;18:00:00;23,4;63,4
04/08/2022;18:15:00;23,4;63,4
04/08/2022;18:30:00;23,4;63,6
04/08/2022;18:45:00;23,4;63,8
04/08/2022;19:00:00;23,5;64,1
04/08/2022;19:15:00;23,5;64,4
04/08/2022;19:30:00;23,5;64,4
04/08/2022;19:45:00;23,5;64,6
04/08/2022;20:00:00;23,5;64,8
04/08/2022;20:15:00;23,5;65,0
04/08/2022;20:30:00;23,5;65,1
04/08/2022;20:45:00;23,6;65,3
04/08/2022;21:00:00;23,6;65,4
04/08/2022;21:15:00;23,6;65,6
04/08/2022;21:30:00;23,6;65,7
04/08/2022;21:45:00;23,6;65,7
04/08/2022;22:00:00;23,6;65,7
04/08/2022;22:15:00;23,6;65,8
04/08/2022;22:30:00;23,6;65,8
04/08/2022;22:45:00;23,6;65,8
04/08/2022;23:00:00;23,6;65,8
04/08/2022;23:15:00;23,6;65,9
04/08/2022;23:30:00;23,6;66,0
04/08/2022;23:45:00;23,6;66,1
05/08/2022;00:00:00;23,6;66,2
05/08/2022;00:15:00;23,6;66,2
05/08/2022;00:30:00;23,6;66,2
05/08/2022;00:45:00;23,6;66,3
05/08/2022;01:00:00;23,6;66,4
05/08/2022;01:15:00;23,6;66,5
05/08/2022;01:30:00;23,6;66,5
05/08/2022;01:45:00;23,7;66,7
05/08/2022;02:00:00;23,7;66,9
05/08/2022;02:15:00;23,7;66,9
05/08/2022;02:30:00;23,7;67,0
05/08/2022;02:45:00;23,7;67,1
05/08/2022;03:00:00;23,7;67,1
05/08/2022;03:15:00;23,7;67,1
05/08/2022;03:30:00;23,7;67,2
05/08/2022;03:45:00;23,7;67,2
05/08/2022;04:00:00;23,6;67,1
05/08/2022;04:15:00;23,7;67,3
05/08/2022;04:30:00;23,7;67,3
05/08/2022;04:45:00;23,7;67,3
05/08/2022;05:00:00;23,7;67,3
05/08/2022;05:15:00;23,7;67,3
05/08/2022;05:30:00;23,7;67,2
05/08/2022;05:45:00;23,7;67,0
05/08/2022;06:00:00;23,7;67,0
05/08/2022;06:15:00;23,7;67,1
05/08/2022;06:30:00;23,7;67,2
05/08/2022;06:45:00;23,7;67,1
05/08/2022;07:00:00;23,7;67,1
05/08/2022;07:15:00;23,7;67,1
05/08/2022;07:30:00;23,7;67,3
05/08/2022;07:45:00;23,7;67,3
05/08/2022;08:00:00;23,7;67,3
05/08/2022;08:15:00;23,7;67,2
05/08/2022;08:30:00;23,7;66,7
05/08/2022;08:45:00;23,7;67,0
05/08/2022;09:00:00;23,7;66,9
05/08/2022;09:15:00;23,4;64,3
05/08/2022;09:30:00;22,9;57,7
05/08/2022;09:45:00;22,6;55,0
05/08/2022;10:00:00;22,5;54,5
05/08/2022;10:15:00;22,4;55,5
05/08/2022;10:30:00;22,3;55,3
05/08/2022;10:45:00;22,3;54,0
05/08/2022;11:00:00;22,2;55,9
05/08/2022;11:15:00;22,2;53,6
05/08/2022;11:30:00;22,1;53,0
05/08/2022;11:45:00;22,0;54,1
05/08/2022;12:00:00;22,0;52,5
05/08/2022;12:15:00;22,0;53,7
05/08/2022;12:30:00;21,9;52,8
05/08/2022;12:45:00;21,9;54,6
05/08/2022;13:00:00;21,8;52,5
05/08/2022;13:15:00;21,8;53,8
05/08/2022;13:30:00;21,8;51,2
05/08/2022;13:45:00;21,7;53,7
05/08/2022;14:00:00;21,7;51,9
05/08/2022;14:15:00;21,7;52,3
05/08/2022;14:30:00;21,7;52,4
05/08/2022;14:45:00;21,6;52,6
05/08/2022;15:00:00;21,6;52,2
05/08/2022;15:15:00;21,6;52,6
05/08/2022;15:30:00;21,6;54,9
05/08/2022;15:45:00;21,5;52,8
05/08/2022;16:00:00;21,5;53,2
05/08/2022;16:15:00;21,5;53,5
05/08/2022;16:30:00;21,5;53,8
05/08/2022;16:45:00;21,4;53,4
05/08/2022;17:00:00;21,4;54,4
05/08/2022;17:15:00;21,4;52,4
05/08/2022;17:30:00;21,4;54,4
05/08/2022;17:45:00;21,3;54,3
05/08/2022;18:00:00;21,3;53,9
05/08/2022;18:15:00;21,3;54,7
05/08/2022;18:30:00;21,3;53,1
05/08/2022;18:45:00;21,3;54,0
05/08/2022;19:00:00;21,6;54,3
05/08/2022;19:15:00;21,9;55,3
05/08/2022;19:30:00;22,1;56,8
05/08/2022;19:45:00;22,2;57,9
05/08/2022;20:00:00;22,3;58,6
05/08/2022;20:15:00;22,3;59,5
05/08/2022;20:30:00;22,4;60,0
05/08/2022;20:45:00;22,4;60,8
05/08/2022;21:00:00;22,4;61,1
05/08/2022;21:15:00;22,5;61,6
05/08/2022;21:30:00;22,5;61,8
05/08/2022;21:45:00;22,5;62,4
05/08/2022;22:00:00;22,6;63,2
05/08/2022;22:15:00;22,6;63,7
05/08/2022;22:30:00;22,6;64,1
05/08/2022;22:45:00;22,6;64,2
05/08/2022;23:00:00;22,6;64,2
05/08/2022;23:15:00;22,7;64,6
05/08/2022;23:30:00;22,7;64,7
05/08/2022;23:45:00;22,7;64,6
06/08/2022;00:00:00;22,7;64,6
06/08/2022;00:15:00;22,7;64,7
06/08/2022;00:30:00;22,7;64,7
06/08/2022;00:45:00;22,7;64,6
06/08/2022;01:00:00;22,7;64,4
06/08/2022;01:15:00;22,7;64,5
06/08/2022;01:30:00;22,8;64,6
06/08/2022;01:45:00;22,8;64,6
06/08/2022;02:00:00;22,8;64,5
06/08/2022;02:15:00;22,8;64,7
06/08/2022;02:30:00;22,8;64,7
06/08/2022;02:45:00;22,8;64,8
06/08/2022;03:00:00;22,8;64,6
06/08/2022;03:15:00;22,8;64,5
06/08/2022;03:30:00;22,8;64,5
06/08/2022;03:45:00;22,8;64,5
06/08/2022;04:00:00;22,8;64,3
06/08/2022;04:15:00;22,8;64,2
06/08/2022;04:30:00;22,8;64,1
06/08/2022;04:45:00;22,8;64,2
06/08/2022;05:00:00;22,8;63,9
06/08/2022;05:15:00;22,8;63,8
06/08/2022;05:30:00;22,9;63,7
06/08/2022;05:45:00;22,9;63,8
06/08/2022;06:00:00;22,9;64,0
06/08/2022;06:15:00;22,8;63,7
06/08/2022;06:30:00;22,9;63,5
06/08/2022;06:45:00;22,9;63,7
06/08/2022;07:00:00;22,9;63,6
06/08/2022;07:15:00;22,9;63,6
06/08/2022;07:30:00;22,9;63,7
06/08/2022;07:45:00;22,9;63,7
06/08/2022;08:00:00;22,9;63,4
06/08/2022;08:15:00;22,9;63,5
06/08/2022;08:30:00;22,9;63,6
06/08/2022;08:45:00;22,9;63,2
06/08/2022;09:00:00;22,9;63,6
06/08/2022;09:15:00;22,9;63,7
06/08/2022;09:30:00;22,9;64,6
06/08/2022;09:45:00;22,4;57,6
06/08/2022;10:00:00;22,1;54,9
06/08/2022;10:15:00;21,9;54,1
06/08/2022;10:30:00;21,9;55,9
06/08/2022;10:45:00;21,8;54,2
06/08/2022;11:00:00;21,7;55,9
06/08/2022;11:15:00;21,7;53,2
06/08/2022;11:30:00;21,6;54,2
06/08/2022;11:45:00;21,6;53,5
06/08/2022;12:00:00;21,5;53,8
06/08/2022;12:15:00;21,5;54,7
06/08/2022;12:30:00;21,5;53,1
06/08/2022;12:45:00;21,4;54,9
06/08/2022;13:00:00;21,4;52,9
06/08/2022;13:15:00;21,4;53,8
06/08/2022;13:30:00;21,3;52,6
06/08/2022;13:45:00;21,3;54,1
06/08/2022;14:00:00;21,3;52,4
06/08/2022;14:15:00;21,3;54,0
06/08/2022;14:30:00;21,2;54,7
06/08/2022;14:45:00;21,1;52,5
06/08/2022;15:00:00;21,1;53,5
06/08/2022;15:15:00;21,1;52,8
06/08/2022;15:30:00;21,1;54,1
06/08/2022;15:45:00;21,0;52,5
06/08/2022;16:00:00;21,0;52,9
06/08/2022;16:15:00;21,0;52,9
06/08/2022;16:30:00;21,1;53,7
06/08/2022;16:45:00;21,5;54,3
06/08/2022;17:00:00;21,7;54,9
06/08/2022;17:15:00;21,9;55,6
06/08/2022;17:30:00;21,9;56,5
06/08/2022;17:45:00;22,0;58,1
06/08/2022;18:00:00;22,1;59,3
06/08/2022;18:15:00;22,1;60,4
06/08/2022;18:30:00;22,1;61,1
06/08/2022;18:45:00;22,2;61,6
06/08/2022;19:00:00;22,2;62,0
06/08/2022;19:15:00;22,2;62,2
06/08/2022;19:30:00;22,2;62,5
06/08/2022;19:45:00;22,3;62,8
06/08/2022;20:00:00;22,3;63,1
06/08/2022;20:15:00;22,3;63,3
06/08/2022;20:30:00;22,3;63,4
06/08/2022;20:45:00;22,3;63,4
06/08/2022;21:00:00;22,4;63,6
06/08/2022;21:15:00;22,4;63,7
06/08/2022;21:30:00;22,4;64,0
06/08/2022;21:45:00;22,4;64,2
06/08/2022;22:00:00;22,5;64,4
06/08/2022;22:15:00;22,5;64,6
06/08/2022;22:30:00;22,5;64,7
06/08/2022;22:45:00;22,5;64,6
06/08/2022;23:00:00;22,5;64,3
06/08/2022;23:15:00;22,5;64,0
06/08/2022;23:30:00;22,5;63,8
06/08/2022;23:45:00;22,5;63,5
07/08/2022;00:00:00;22,5;63,2
07/08/2022;00:15:00;22,5;63,1
07/08/2022;00:30:00;22,6;63,0
07/08/2022;00:45:00;22,6;63,2
07/08/2022;01:00:00;22,6;63,5
07/08/2022;01:15:00;22,6;63,9
07/08/2022;01:30:00;22,6;64,1
07/08/2022;01:45:00;22,6;64,3
07/08/2022;02:00:00;22,6;64,5
07/08/2022;02:15:00;22,6;64,7
07/08/2022;02:30:00;22,6;64,8
07/08/2022;02:45:00;22,6;64,9
07/08/2022;03:00:00;22,7;65,0
07/08/2022;03:15:00;22,7;65,1
07/08/2022;03:30:00;22,7;65,1
07/08/2022;03:45:00;22,7;65,1
07/08/2022;04:00:00;22,7;64,8
07/08/2022;04:15:00;22,7;64,9
07/08/2022;04:30:00;22,7;64,7
07/08/2022;04:45:00;22,7;64,8
07/08/2022;05:00:00;22,7;65,0
07/08/2022;05:15:00;22,7;65,2
07/08/2022;05:30:00;22,7;65,3
07/08/2022;05:45:00;22,7;64,7
07/08/2022;06:00:00;22,7;64,6
07/08/2022;06:15:00;22,7;64,8
07/08/2022;06:30:00;22,7;64,7
07/08/2022;06:45:00;22,7;64,6
07/08/2022;07:00:00;22,7;64,5
07/08/2022;07:15:00;22,7;64,6
07/08/2022;07:30:00;22,7;64,5
07/08/2022;07:45:00;22,7;64,6
07/08/2022;08:00:00;22,7;64,6
07/08/2022;08:15:00;22,8;64,6
07/08/2022;08:30:00;22,8;64,6
07/08/2022;08:45:00;22,8;64,9
07/08/2022;09:00:00;22,8;65,0
07/08/2022;09:15:00;22,8;65,5
07/08/2022;09:30:00;22,8;65,5
07/08/2022;09:45:00;22,8;65,7
07/08/2022;10:00:00;22,8;65,7
07/08/2022;10:15:00;22,8;65,8
07/08/2022;10:30:00;22,8;67,5
07/08/2022;10:45:00;22,3;59,3
07/08/2022;11:00:00;22,0;55,7
07/08/2022;11:15:00;21,8;55,5
07/08/2022;11:30:00;21,7;56,8
07/08/2022;11:45:00;21,7;55,2
07/08/2022;12:00:00;21,6;54,7
07/08/2022;12:15:00;21,6;53,8
07/08/2022;12:30:00;21,5;55,0
07/08/2022;12:45:00;21,5;53,2
07/08/2022;13:00:00;21,4;54,6
07/08/2022;13:15:00;21,4;53,6
07/08/2022;13:30:00;21,4;52,3
07/08/2022;13:45:00;21,3;53,0
07/08/2022;14:00:00;21,3;52,9
07/08/2022;14:15:00;21,3;52,2
07/08/2022;14:30:00;21,2;54,2
07/08/2022;14:45:00;21,2;54,4
07/08/2022;15:00:00;21,2;52,3
07/08/2022;15:15:00;21,1;53,8
07/08/2022;15:30:00;21,1;53,0
07/08/2022;15:45:00;21,1;52,9
07/08/2022;16:00:00;21,0;52,9
07/08/2022;16:15:00;21,0;52,0
07/08/2022;16:30:00;21,0;52,9
07/08/2022;16:45:00;21,4;53,7
07/08/2022;17:00:00;21,7;55,2
07/08/2022;17:15:00;21,8;56,9
07/08/2022;17:30:00;21,9;58,5
07/08/2022;17:45:00;22,0;59,4
07/08/2022;18:00:00;22,0;60,0
07/08/2022;18:15:00;22,1;60,4
07/08/2022;18:30:00;22,1;60,6
07/08/2022;18:45:00;22,1;60,9
07/08/2022;19:00:00;22,2;61,1
07/08/2022;19:15:00;22,2;61,4
07/08/2022;19:30:00;22,2;61,5
07/08/2022;19:45:00;22,2;61,6
